Table Name,nz Count,sf Count,Diff1,nz Filter,nz Count with Filter,sf FIlter,sf Count with Filter,Diff2,Dupes in NZ,Dupes in SF,Dupes in NZ with filter,Dupes in SF with,Max Audit ID
FCT_P3_REVENUE_TYPE_CORP_RATE,2212,2212,0,WHERE CURRENT_IND <>120,2212,,2212,0,,,,,174
FCT_ENT_CTLG_REVENUE_TYPE,14464,14456,8,WHERE CURRENT_IND <> 120 AND CUR_REC_FLG = 'Y' ,14464,,14456,8,,,,,174
FCT_P3_REVENUE_TYPE_TRGT,6588,6588,0,WHERE CURRENT_IND <>120,6588,,6588,0,,,,,174
FCT_P3_AGRMT_LN_ITEM_VALUE_CHG_HIST,2887281079,2882626966,4654113,WHERE CURRENT_IND <>120 AND DIM_SRC_SYS_GUID = SQLTOOLKIT..HASH8('MASCDC'),2887281079,,2882626966,4654113,,,,,0
FCT_P3_RB_AGRMT_LN_ITEM_MNTH_AGG,46279829,45977342,302487,WHERE CURRENT_IND <>120,46210550,,45977342,233208,69279,15979,,15979,174
FCT_P3_AGRMT_LN_ITEM_INVC_AGG,3604029007,3698973664,-94944657,WHERE CURRENT_IND <>120,3604029007,,3698973664,-94944657,,,,,174
P3_AGRMT_CANCEL_AUDIT,104457709,81470837,22986872,WHERE CURRENT_IND <>120 AND P3_AGRMT_STS_CD = 'CANCELLED',104457709,,81470837,22986872,76736563,53370726,76736563,53370726,174
FCT_P3_PI_AGRMT_LN_ITEM_MNTH_AGG,917476971,912833322,4643649,WHERE CURRENT_IND <>120,917423705,,912833322,4590383,53266,53078,,53078,174
FCT_P3_PI_OPP_AGRMT_LN_ITEM_MNTH_AGG,18780764,18776338,4426,WHERE CURRENT_IND <>120,18777555,,18776338,1217,3209,3120,,3120,174
FCT_P3_RB_AGRMT_MNTH_AGG,3461702,3463177,-1475,WHERE CURRENT_IND <>120,3461366,,3463177,-1811,336,591,,591,174
FCT_P3_RTOLS_RB_RECUR_EFF_MNTH_AGG,7793538,6252512,1541026,WHERE CURRENT_IND <>120,7793538,,6252512,1541026,1537264,1795161,1537264,1795161,174
FCT_P3_RB_RECUR_EFF_AGRMT_MNTH_AGG,37823734,38361533,-537799,WHERE CURRENT_IND <>120,37823734,,38361533,-537799,236572,245212,236572,245212,174
FCT_P3_RTOLS_PI_RECUR_EFF_MNTH_AGG,50405537,30123940,20281597,WHERE CURRENT_IND <>120,50405537,,30123940,20281597,12876542,11890735,12876542,11890735,174
FCT_P3_PI_AGRMT_MNTH_AGG,82484583,81995479,489104,WHERE CURRENT_IND <>120,82484152,,81995479,488673,431,1187,,1187,174
FCT_P3_PI_OPP_AGRMT_MNTH_AGG,5823617,5733046,90571,WHERE CURRENT_IND <>120,5823617,,5733046,90571,,,,,174
FCT_P3_PI_RECUR_EFF_AGRMT_MNTH_AGG,903170580,907296179,-4125599,WHERE CURRENT_IND <>120,903170580,,907296179,-4125599,7676432,7775847,7676432,7775847,174
FCT_P3_PI_RECUR_EFF_AGRMT_LN_ITEM_MNTH_AGG,1070300687,1074764631,-4463944,WHERE CURRENT_IND <>120,1070300687,,1074764631,-4463944,15002,7241,15002,7241,174
FCT_P3_RB_RECUR_EFF_AGRMT_LN_ITEM_MNTH_AGG,44607565,45100076,-492511,WHERE CURRENT_IND <>120,44607565,,45100076,-492511,110891,11397,110891,11397,174
FCT_P3_MNTH_RTOLRV_AGG,5146247,5063857,82390,WHERE CURRENT_IND <>120,5146247,,5063857,82390,,,,,174
PVW_ORG_BUS_UNIT,N/A,N/A,N/A,WHERE CURRENT_IND <>120,4366,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PVW_P3_PRSNL_CUR_SUPR,1266349,0,1266349,WHERE CURRENT_IND <>120,1266349,,0,1266349,,,,,
PVW_FCT_P3_AGRMT_VALUE_DTL_APPLIED_RATE,3418951519,0,3418951519,WHERE CURRENT_IND <>120,3418857341,,0,3418857341,94178,,,,
PVW_FCT_P3_RB_AGRMT_LN_ITEM_MNTH_AGG,46267322,45977342,289980,WHERE CURRENT_IND <>120,N/A,,45977342,N/A,43628983,43345411,N/A,N/A,0
PVW_FCT_P3_RTOLS_RB_RECUR_EFF_MNTH_AGG,7585805,6083183,1502622,WHERE CURRENT_IND <>120,N/A,,6083183,N/A,7585787,6083167,N/A,N/A,0
PVW_FCT_P3_PI_OPP_AGRMT_LN_ITEM_MNTH_AGG,18777558,0,18777558,WHERE CURRENT_IND <>120,N/A,,0,N/A,10600585,,N/A,N/A,
PVW_FCT_P3_RB_AGRMT_MNTH_AGG,3461403,3463177,-1774,WHERE CURRENT_IND <>120,N/A,,3463177,N/A,1185863,1191622,N/A,N/A,0
PVW_FCT_P3_RB_RECUR_EFF_AGRMT_MNTH_AGG,36629592,37157481,-527889,WHERE CURRENT_IND <>120,N/A,,37157481,N/A,34444292,34932367,N/A,N/A,0
PVW_FCT_P3_PI_AGRMT_LN_ITEM_MNTH_AGG,848187694,0,848187694,WHERE CURRENT_IND <>120,N/A,,0,N/A,833974552,,N/A,N/A,
PVW_FCT_P3_RTOLS_PI_RECUR_EFF_MNTH_AGG,36034255,0,36034255,WHERE CURRENT_IND <>120,N/A,,0,N/A,36034235,,N/A,N/A,
PVW_FCT_P3_PI_AGRMT_MNTH_AGG,62047995,0,62047995,WHERE CURRENT_IND <>120,N/A,,0,N/A,48672550,,N/A,N/A,
PVW_FCT_P3_PI_OPP_AGRMT_MNTH_AGG,5823618,5733046,90572,WHERE CURRENT_IND <>120,N/A,,5733046,N/A,85163,,N/A,N/A,0
PVW_FCT_P3_PI_RECUR_EFF_AGRMT_MNTH_AGG,627590225,0,627590225,WHERE CURRENT_IND <>120,N/A,,0,N/A,615065695,,N/A,N/A,
PVW_FCT_P3_CSTMR_FEE_CMPLNC_AGG,1573963910,0,1573963910,WHERE CURRENT_IND <>120,65278222,,0,65278222,1508685688,,,,
PVW_FCT_P3_CSTMR_FEE_CMPLNC,3326104686,2660089115,666015571,WHERE CURRENT_IND <>120,3326104686,,2660089115,666015571,,,,,150
